index,City mpg,Make,Model Year,Year,Horsepower,ID
1211,16,Chevrolet,2011 Chevrolet Corvette Coupe,2011,430,
1212,15,Chevrolet,2011 Chevrolet Corvette Coupe,2011,430,
1213,16,Chevrolet,2011 Chevrolet Corvette Coupe,2011,430,
1214,15,Chevrolet,2011 Chevrolet Corvette Coupe,2011,430,
1215,16,Chevrolet,2011 Chevrolet Corvette Coupe,2011,430,
1216,15,Chevrolet,2011 Chevrolet Corvette Coupe,2011,430,
1217,16,Chevrolet,2011 Chevrolet Corvette Coupe,2011,430,
1218,15,Chevrolet,2011 Chevrolet Corvette Coupe,2011,430,
1219,20,Mitsubishi,2011 Mitsubishi Eclipse Spyder,2011,162,
1220,16,Mitsubishi,2011 Mitsubishi Eclipse Spyder,2011,265,
1221,16,Mitsubishi,2010 Mitsubishi Eclipse Spyder,2010,265,
1222,19,Mitsubishi,2010 Mitsubishi Eclipse Spyder,2010,162,
1223,15,Mitsubishi,2011 Mitsubishi Endeavor,2011,225,
1224,15,Mitsubishi,2011 Mitsubishi Endeavor,2011,225,
1225,15,Mitsubishi,2011 Mitsubishi Endeavor,2011,225,
1226,15,Mitsubishi,2010 Mitsubishi Endeavor,2010,225,
1227,15,Mitsubishi,2010 Mitsubishi Endeavor,2010,225,
1228,15,Mitsubishi,2010 Mitsubishi Endeavor,2010,225,
1229,21,Mitsubishi,2011 Mitsubishi Galant,2011,160,
1230,21,Mitsubishi,2011 Mitsubishi Galant,2011,160,
1231,21,Mitsubishi,2010 Mitsubishi Galant,2010,160,
1232,21,Mitsubishi,2010 Mitsubishi Galant,2010,160,
1233,14,Cadillac,2011 Cadillac CTS-V Sedan,2011,556,
1234,12,Cadillac,2011 Cadillac CTS-V Sedan,2011,556,
1235,24,Mitsubishi,2011 Mitsubishi Lancer,2011,148,
1236,24,Mitsubishi,2011 Mitsubishi Lancer,2011,148,
1237,22,Mitsubishi,2011 Mitsubishi Lancer,2011,168,
1238,22,Mitsubishi,2010 Mitsubishi Lancer,2010,152,
1239,20,Mitsubishi,2010 Mitsubishi Lancer,2010,168,
1240,22,Mitsubishi,2010 Mitsubishi Lancer,2010,152,
1241,16,Hyundai,2011 Hyundai Veracruz,2010,260,
1242,14,Cadillac,2010 Cadillac CTS-V Sedan,2010,556,
1243,12,Cadillac,2010 Cadillac CTS-V Sedan,2010,556,
1244,12,Cadillac,2011 Cadillac CTS-V Coupe,2011,556,
1245,14,Cadillac,2011 Cadillac CTS-V Coupe,2011,556,
1246,14,Cadillac,2011 Cadillac CTS-V Wagon,2011,556,
1247,12,Cadillac,2011 Cadillac CTS-V Wagon,2011,556,
1248,16,Cadillac,2011 Cadillac CTS Sport Sedan,2011,270,
1249,18,Cadillac,2011 Cadillac CTS Sport Sedan,2011,270,
1250,18,Cadillac,2011 Cadillac CTS Sport Sedan,2011,270,
1251,16,Cadillac,2011 Cadillac CTS Sport Sedan,2011,270,
1252,18,Cadillac,2011 Cadillac CTS Sport Sedan,2011,270,
1253,18,Cadillac,2011 Cadillac CTS Sport Sedan,2011,270,
1254,18,Cadillac,2011 Cadillac CTS Sport Sedan,2011,270,
1255,16,Cadillac,2011 Cadillac CTS Sport Sedan,2011,304,
1256,18,Cadillac,2011 Cadillac CTS Sport Sedan,2011,304,
1257,18,Cadillac,2010 Cadillac CTS Sport Sedan,2010,270,
1258,16,Cadillac,2011 Cadillac CTS Sport Sedan,2011,304,
1259,18,Cadillac,2011 Cadillac CTS Sport Sedan,2011,304,
1260,18,Cadillac,2011 Cadillac CTS Sport Sedan,2011,304,
1261,16,Cadillac,2011 Cadillac CTS Sport Sedan,2010,270,
1262,14,Toyota,2011 Toyota Sequoia,2011,310,
1263,14,Toyota,2011 Toyota Sequoia,2011,310,
1264,13,Toyota,2011 Toyota Sequoia,2011,381,
1265,12,Toyota,2011 Toyota Sequoia,2011,381,
1266,14,Toyota,2011 Toyota Sequoia,2011,381,
1267,13,Toyota,2011 Toyota Sequoia,2011,381,
1268,12,Toyota,2011 Toyota Sequoia,2011,381,
1269,14,Toyota,2011 Toyota Sequoia,2011,381,
1270,13,Toyota,2011 Toyota Sequoia,2011,381,
1271,12,Toyota,2011 Toyota Sequoia,2011,381,
1272,17,BMW Motorrad,2010 BMW 3 Series Convertible,2010,230,
1273,17,BMW,2010 BMW 3 Series Convertible,2010,300,
1274,17,BMW,2010 BMW 3 Series Convertible,2010,300,
1275,18,BMW Motorrad,2010 BMW 3 Series Convertible,2010,230,
1276,17,Infiniti,2009 Infiniti EX,2009,297,
1277,16,Infiniti,2009 Infiniti EX,2009,297,
1278,17,Infiniti,2009 Infiniti EX,2009,297,
1279,16,Infiniti,2009 Infiniti EX,2009,297,
1280,15,Mercedes,2011 Mercedes-Benz E-Class Cabriolet,2011,382,
1281,17,Mercedes,2011 Mercedes-Benz E-Class Cabriolet,2011,268,
1282,17,BMW Motorrad,2011 BMW 3 Series Convertible,2011,230,
1283,19,BMW,2011 BMW 3 Series Convertible,2011,300,
1284,18,BMW Motorrad,2011 BMW 3 Series Convertible,2011,230,
1285,18,BMW,2011 BMW 3 Series Convertible,2011,320,
1286,19,BMW,2011 BMW 3 Series Convertible,2011,300,
1287,17,Infiniti,2010 Infiniti EX,2010,297,
1288,16,Infiniti,2010 Infiniti EX,2010,297,
1289,17,Infiniti,2010 Infiniti EX,2010,297,
1290,16,Infiniti,2010 Infiniti EX,2010,297,
1291,15,Mercedes,2010 Mercedes-Benz E-Class Coupe,2010,382,
1292,17,Mercedes,2010 Mercedes-Benz E-Class Coupe,2010,268,
1293,17,Mercedes,2011 Mercedes-Benz E-Class Coupe,2011,268,
1294,15,Mercedes,2011 Mercedes-Benz E-Class Coupe,2011,382,
1295,16,Chevrolet,2010 Chevrolet Corvette Coupe,2010,430,
1296,15,Chevrolet,2010 Chevrolet Corvette Coupe,2010,430,
1297,16,Chevrolet,2010 Chevrolet Corvette Coupe,2010,430,
1298,15,Chevrolet,2010 Chevrolet Corvette Coupe,2010,430,
1299,16,Chevrolet,2010 Chevrolet Corvette Coupe,2010,430,
1300,15,Chevrolet,2010 Chevrolet Corvette Coupe,2010,430,
1301,16,Chevrolet,2010 Chevrolet Corvette Coupe,2010,430,
1302,15,Chevrolet,2010 Chevrolet Corvette Coupe,2010,430,
1303,17,Mercedes,2010 Mercedes-Benz E-Class Sedan,2010,268,
1304,15,Mercedes,2010 Mercedes-Benz E-Class Sedan,2010,382,
1305,16,Mercedes,2010 Mercedes-Benz E-Class Sedan,2010,382,
1306,18,Mercedes,2010 Mercedes-Benz E-Class Sedan,2010,268,
1307,13,AMG,2010 Mercedes-Benz E-Class Sedan,2010,518,
1308,18,BMW Motorrad,2010 BMW 3 Series Coup,2010,230,
1309,17,BMW,2010 BMW 3 Series Coup,2010,300,
1310,17,BMW Motorrad,2010 BMW 3 Series Coup,2010,230,
1311,17,BMW,2010 BMW 3 Series Coup,2010,300,
1312,17,BMW,2010 BMW 3 Series Coup,2010,300,
1313,18,BMW Motorrad,2010 BMW 3 Series Coup,2010,230,
1314,17,BMW Motorrad,2010 BMW 3 Series Coup,2010,230,
1315,16,BMW,2010 BMW 3 Series Coup,2010,300,
1316,14,Chevrolet,2012 Chevrolet Corvette ZR1,2012,638,
1317,14,Chevrolet,2012 Chevrolet Corvette ZR1,2012,638,
1318,14,Chevrolet,2011 Chevrolet Corvette ZR1,2011,638,
1319,14,Chevrolet,2011 Chevrolet Corvette ZR1,2011,638,
1320,14,Chevrolet,2010 Chevrolet Corvette ZR1,2010,638,
1321,14,Chevrolet,2010 Chevrolet Corvette ZR1,2010,638,
1322,21,Nissan,2011 Nissan Sentra,2011,200,
1323,24,Nissan,2011 Nissan Sentra,2011,140,
1324,16,Chevrolet,2012 Chevrolet Corvette Grand Sport Coupe,2012,430,
1325,15,Chevrolet,2012 Chevrolet Corvette Grand Sport Coupe,2012,430,
1326,16,Chevrolet,2012 Chevrolet Corvette Grand Sport Coupe,2012,430,
1327,15,Chevrolet,2012 Chevrolet Corvette Grand Sport Coupe,2012,430,
1328,16,Chevrolet,2012 Chevrolet Corvette Grand Sport Coupe,2012,430,
1329,15,Chevrolet,2012 Chevrolet Corvette Grand Sport Coupe,2012,430,
1330,16,Chevrolet,2012 Chevrolet Corvette Grand Sport Coupe,2012,430,
1331,15,Chevrolet,2012 Chevrolet Corvette Grand Sport Coupe,2012,430,
1332,18,BMW,2011 BMW 3 Series Coup,2011,300,
1333,18,BMW Motorrad,2011 BMW 3 Series Coup,2011,230,
1334,17,BMW Motorrad,2011 BMW 3 Series Coup,2011,230,
1335,19,BMW,2011 BMW 3 Series Coup,2011,300,
1336,18,BMW Motorrad,2011 BMW 3 Series Coup,2011,230,
1337,17,BMW Motorrad,2011 BMW 3 Series Coup,2011,230,
1338,18,BMW,2011 BMW 3 Series Coup,2011,320,
1339,19,BMW,2011 BMW 3 Series Coup,2011,300,
1340,19,BMW,2011 BMW 3 Series Coup,2011,300,
1341,16,Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe,2011,430,
1342,15,Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe,2011,430,
1343,16,Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe,2011,430,
1344,15,Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe,2011,430,
1345,16,Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe,2011,430,
1346,15,Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe,2011,430,
1347,16,Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe,2011,430,
1348,15,Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe,2011,430,
1349,15,Mercedes,2011 Mercedes-Benz E-Class Sedan,2011,382,
1350,15,Mercedes,2011 Mercedes-Benz E-Class Sedan,2011,382,
1351,17,Mercedes,2011 Mercedes-Benz E-Class Sedan,2011,268,
1352,13,AMG,2011 Mercedes-Benz E-Class Sedan,2011,518,
1353,22,Mercedes,2011 Mercedes-Benz E-Class Sedan,2011,210,
1354,17,Mercedes,2011 Mercedes-Benz E-Class Sedan,2011,268,
1355,16,Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe,2010,430,
1356,15,Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe,2010,430,
1357,16,Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe,2010,430,
1358,15,Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe,2010,430,
1359,16,Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe,2010,430,
1360,15,Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe,2010,430,
1361,16,Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe,2010,430,
1362,15,Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe,2010,430,
1363,16,Mercedes,2011 Mercedes-Benz E-Class Wagon,2011,268,
1364,11,Mercedes,2010 Mercedes-Benz G-Class,2010,382,
1365,11,Mercedes-AMG,2010 Mercedes-Benz G-Class,2010,500,
1366,11,Mercedes,2011 Mercedes-Benz G-Class,2011,382,
1367,11,Mercedes-AMG,2011 Mercedes-Benz G-Class,2011,500,
1368,16,Chevrolet,2012 Chevrolet Corvette Grand Sport Convertible,2012,430,
1369,15,Chevrolet,2012 Chevrolet Corvette Grand Sport Convertible,2012,430,
1370,16,Chevrolet,2012 Chevrolet Corvette Grand Sport Convertible,2012,430,
1371,15,Chevrolet,2012 Chevrolet Corvette Grand Sport Convertible,2012,430,
1372,16,Chevrolet,2012 Chevrolet Corvette Grand Sport Convertible,2012,430,
1373,15,Chevrolet,2012 Chevrolet Corvette Grand Sport Convertible,2012,430,
1374,16,Chevrolet,2012 Chevrolet Corvette Grand Sport Convertible,2012,430,
1375,15,Chevrolet,2012 Chevrolet Corvette Grand Sport Convertible,2012,430,
1376,16,Chevrolet,2011 Chevrolet Corvette Grand Sport Convertible,2011,430,
1377,15,Chevrolet,2011 Chevrolet Corvette Grand Sport Convertible,2011,430,
1378,16,Chevrolet,2011 Chevrolet Corvette Grand Sport Convertible,2011,430,
1379,15,Chevrolet,2011 Chevrolet Corvette Grand Sport Convertible,2011,430,
1380,16,Chevrolet,2011 Chevrolet Corvette Grand Sport Convertible,2011,430,
1381,15,Chevrolet,2011 Chevrolet Corvette Grand Sport Convertible,2011,430,
1382,16,Chevrolet,2011 Chevrolet Corvette Grand Sport Convertible,2011,430,
1383,15,Chevrolet,2011 Chevrolet Corvette Grand Sport Convertible,2011,430,
1384,16,Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible,2010,430,
1385,15,Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible,2010,430,
1386,16,Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible,2010,430,
1387,15,Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible,2010,430,
1388,16,Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible,2010,430,
1389,15,Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible,2010,430,
1390,16,Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible,2010,430,
1391,15,Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible,2010,430,
1392,16,Cadillac,2010 Cadillac CTS Sport Sedan,2010,270,
1393,18,Cadillac,2010 Cadillac CTS Sport Sedan,2010,270,
1394,14,Cadillac,2011 Cadillac Escalade ESV,2011,403,
1395,16,Cadillac,2010 Cadillac CTS Sport Sedan,2010,270,
1396,18,Cadillac,2010 Cadillac CTS Sport Sedan,2010,270,
1397,18,Cadillac,2010 Cadillac CTS Sport Sedan,2010,270,
1398,18,Cadillac,2010 Cadillac CTS Sport Sedan,2010,270,
1399,16,Cadillac,2010 Cadillac CTS Sport Sedan,2010,304,
1400,18,Cadillac,2010 Cadillac CTS Sport Sedan,2010,304,
1401,16,Cadillac,2010 Cadillac CTS Sport Sedan,2010,304,
1402,18,Cadillac,2010 Cadillac CTS Sport Sedan,2010,304,
1403,18,Cadillac,2010 Cadillac CTS Sport Sedan,2010,304,
1404,18,Cadillac,2010 Cadillac CTS Sport Sedan,2010,304,
1405,17,Mitsubishi,2011 Mitsubishi Lancer Evolution,2011,291,
1406,16,Mitsubishi,2010 Mitsubishi Lancer Evolution,2010,291,
1407,24,Mitsubishi,2011 Mitsubishi Lancer Sportback,2011,148,
1408,22,Mitsubishi,2011 Mitsubishi Lancer Sportback,2011,168,
1409,20,Mitsubishi,2010 Mitsubishi Lancer Sportback,2010,168,
1410,19,Mitsubishi,2011 Mitsubishi Outlander,2011,230,
1411,18,Mitsubishi,2010 Mitsubishi Outlander,2010,230,
1412,19,Mitsubishi,2010 Mitsubishi Outlander,2010,230,
1413,18,Mitsubishi,2010 Mitsubishi Outlander,2010,230,
1414,18,Cadillac,2011 Cadillac CTS Coupe,2011,304,
1415,18,Cadillac,2011 Cadillac CTS Coupe,2011,304,
1416,16,Cadillac,2011 Cadillac CTS Coupe,2011,304,
1417,18,Cadillac,2011 Cadillac CTS Coupe,2011,304,
1418,18,Cadillac,2011 Cadillac CTS Coupe,2011,304,
1419,16,Cadillac,2011 Cadillac CTS Coupe,2011,304,
1420,18,Cadillac,2011 Cadillac CTS Coupe,2011,304,
1421,18,Cadillac,2011 Cadillac CTS Coupe,2011,304,
1422,14,Toyota,2010 Toyota Sequoia,2010,310,
1423,14,Toyota,2010 Toyota Sequoia,2010,381,
1424,13,Toyota,2010 Toyota Sequoia,2010,310,
1425,13,Toyota,2010 Toyota Sequoia,2010,381,
1426,13,Toyota,2010 Toyota Sequoia,2010,381,
1427,14,Toyota,2010 Toyota Sequoia,2010,381,
1428,13,Toyota,2010 Toyota Sequoia,2010,381,
1429,13,Toyota,2010 Toyota Sequoia,2010,381,
1430,14,Toyota,2010 Toyota Sequoia,2010,381,
1431,13,Toyota,2010 Toyota Sequoia,2010,381,
1432,13,Toyota,2010 Toyota Sequoia,2010,381,
1433,24,Mitsubishi,2011 Mitsubishi Outlander Sport,2011,148,
1434,15,Cadillac,2011 Cadillac DTS,2011,275,
1435,15,Cadillac,2011 Cadillac DTS,2011,275,
1436,15,Cadillac,2011 Cadillac DTS,2011,275,
1437,15,Cadillac,2011 Cadillac DTS,2011,292,
1438,17,Infiniti,2011 Infiniti EX,2011,297,
1439,17,Infiniti,2011 Infiniti EX,2011,297,
1440,17,Infiniti,2011 Infiniti EX,2011,297,
1441,17,Infiniti,2011 Infiniti EX,2011,297,
1442,17,BMW,2010 BMW 3 Series Sedan,2010,300,
1443,17,BMW,2010 BMW 3 Series Sedan,2010,300,
1444,18,BMW Motorrad,2010 BMW 3 Series Sedan,2010,230,
1445,23,BMW,2010 BMW 3 Series Sedan,2010,265,
1446,17,BMW Motorrad,2010 BMW 3 Series Sedan,2010,230,
1447,16,BMW,2010 BMW 3 Series Sedan,2010,300,
1448,17,BMW Motorrad,2010 BMW 3 Series Sedan,2010,230,
1449,18,BMW Motorrad,2010 BMW 3 Series Sedan,2010,230,
1450,17,BMW,2010 BMW 3 Series Sedan,2010,300,
1451,17,Mercedes,2010 Mercedes-Benz GL-Class,2010,210,
1452,13,Mercedes-Benz,2010 Mercedes-Benz GL-Class,2010,335,
1453,12,Mercedes,2010 Mercedes-Benz GL-Class,2010,382,
1454,24,Nissan,2010 Nissan Sentra,2010,140,
1455,21,Nissan,2010 Nissan Sentra,2010,200,
1456,12,Mercedes,2011 Mercedes-Benz GL-Class,2011,382,
1457,13,Mercedes-Benz,2011 Mercedes-Benz GL-Class,2011,335,
1458,17,Mercedes,2011 Mercedes-Benz GL-Class,2011,210,
1459,26,Nissan,2011 Nissan Versa Hatchback,2011,122,
1460,24,Nissan,2011 Nissan Versa Hatchback,2011,122,
1461,24,Nissan,2010 Nissan Versa Hatchback,2010,122,
1462,26,Nissan,2010 Nissan Versa Hatchback,2010,122,
1463,16,Mercedes,2010 Mercedes-Benz GLK-Class,2010,268,
1464,16,Mercedes,2010 Mercedes-Benz GLK-Class,2010,268,
1465,16,Mercedes,2011 Mercedes-Benz GLK-Class,2011,268,
1466,16,Mercedes,2011 Mercedes-Benz GLK-Class,2011,268,
1467,23,BMW,2011 BMW 3 Series Sedan,2011,265,
1468,18,BMW,2011 BMW 3 Series Sedan,2011,300,
1469,18,BMW Motorrad,2011 BMW 3 Series Sedan,2011,230,
1470,17,BMW Motorrad,2011 BMW 3 Series Sedan,2011,230,
1471,17,BMW Motorrad,2011 BMW 3 Series Sedan,2011,230,
1472,18,BMW Motorrad,2011 BMW 3 Series Sedan,2011,230,
1473,19,BMW,2011 BMW 3 Series Sedan,2011,300,
1474,19,BMW,2011 BMW 3 Series Sedan,2011,300,
1475,19,BMW,2011 BMW 3 Series Sedan,2011,300,
1476,23,Ford,2012 Ford Escape,2012,171,
1477,21,Ford,2012 Ford Escape,2012,171,
1478,20,Ford,2012 Ford Escape,2012,171,
1479,21,Ford,2012 Ford Escape,2012,171,
1480,14,Ford,2012 Ford Escape,2012,240,
1481,20,Ford,2012 Ford Escape,2012,171,
1482,13,Ford,2012 Ford Escape,2012,240,
1483,21,Ford,2012 Ford Escape,2012,171,
1484,14,Ford,2012 Ford Escape,2012,240,
1485,20,Ford,2012 Ford Escape,2012,171,
1486,13,Ford,2012 Ford Escape,2012,240,
1487,23,Ford,2011 Ford Escape,2011,171,
1488,21,Ford,2011 Ford Escape,2011,171,
1489,22,Ford,2011 Ford Escape,2011,171,
1490,21,Ford,2011 Ford Escape,2011,171,
1491,19,Ford,2011 Ford Escape,2011,240,
1492,22,Ford,2011 Ford Escape,2011,171,
1493,13,Ford,2011 Ford Escape,2011,240,
1494,21,Ford,2011 Ford Escape,2011,171,
1495,19,Ford,2011 Ford Escape,2011,240,
1496,22,Ford,2011 Ford Escape,2011,171,
1497,18,Mercedes,2010 Mercedes-Benz R-Class,2010,210,
1498,14,Mercedes,2010 Mercedes-Benz R-Class,2010,268,
1499,18,Mercedes,2011 Mercedes-Benz R-Class,2011,210,
1500,15,Mercedes,2011 Mercedes-Benz R-Class,2011,268,
1501,25,Chevrolet,2012 Chevrolet Cruze,2012,138,
1502,22,Chevrolet,2012 Chevrolet Cruze,2012,138,
1503,26,Chevrolet,2012 Chevrolet Cruze,2012,138,
1504,26,Chevrolet,2012 Chevrolet Cruze,2012,138,
1505,28,Chevrolet,2012 Chevrolet Cruze,2012,138,
1506,26,Chevrolet,2012 Chevrolet Cruze,2012,138,
1507,26,Chevrolet,2012 Chevrolet Cruze,2012,138,
1508,26,Chevrolet,2012 Chevrolet Cruze,2012,138,
1509,26,Chevrolet,2012 Chevrolet Cruze,2012,138,
1510,17,BMW Motorrad,2010 BMW 3 Series Sports Wagon,2010,230,
1511,17,BMW Motorrad,2010 BMW 3 Series Sports Wagon,2010,230,
1512,17,BMW Motorrad,2010 BMW 3 Series Sports Wagon,2010,230,
1513,18,BMW Motorrad,2010 BMW 3 Series Sports Wagon,2010,230,
1514,26,Chevrolet,2011 Chevrolet Cruze,2011,136,
1515,22,Chevrolet,2011 Chevrolet Cruze,2011,136,
1516,24,Chevrolet,2011 Chevrolet Cruze,2011,138,
1517,28,Chevrolet,2011 Chevrolet Cruze,2011,138,
1518,26,Chevrolet,2011 Chevrolet Cruze,2011,138,
1519,24,Chevrolet,2011 Chevrolet Cruze,2011,138,
1520,24,Chevrolet,2011 Chevrolet Cruze,2011,138,
1521,18,Cadillac,2011 Cadillac SRX,2011,265,
1522,18,Cadillac,2011 Cadillac SRX,2011,265,
1523,18,Cadillac,2011 Cadillac SRX,2011,265,
1524,17,Cadillac,2011 Cadillac SRX,2011,265,
1525,18,Cadillac,2011 Cadillac SRX,2011,265,
1526,17,Cadillac,2011 Cadillac SRX,2011,265,
1527,17,Cadillac,2011 Cadillac SRX,2011,265,
1528,22,Ford,2010 Ford Escape,2010,171,
1529,21,Ford,2010 Ford Escape,2010,171,
1530,22,Ford,2010 Ford Escape,2010,171,
1531,21,Ford,2010 Ford Escape,2010,171,
1532,19,Ford,2010 Ford Escape,2010,240,
1533,22,Ford,2010 Ford Escape,2010,171,
1534,13,Ford,2010 Ford Escape,2010,240,
1535,21,Ford,2010 Ford Escape,2010,171,
1536,19,Ford,2010 Ford Escape,2010,240,
1537,22,Ford,2010 Ford Escape,2010,171,
1538,13,Ford,2010 Ford Escape,2010,240,
1539,24,Nissan,2011 Nissan Versa Sedan,2011,122,
1540,26,Nissan,2011 Nissan Versa Sedan,2011,122,
1541,24,Nissan,2011 Nissan Versa Sedan,2011,122,
1542,26,Nissan,2011 Nissan Versa Sedan,2011,107,
1543,25,Nissan,2011 Nissan Versa Sedan,2011,107,
1544,26,Nissan,2011 Nissan Versa Sedan,2011,107,
1545,13,Cadillac,2011 Cadillac Escalade ESV,2011,403,
1546,10,Cadillac,2011 Cadillac Escalade ESV,2011,403,
1547,9,Cadillac,2011 Cadillac Escalade ESV,2011,403,
1548,10,Cadillac,2011 Cadillac Escalade ESV,2011,403,
1549,13,Cadillac,2011 Cadillac Escalade ESV,2011,403,
1550,10,Cadillac,2011 Cadillac Escalade ESV,2011,403,
1551,13,Cadillac,2011 Cadillac Escalade ESV,2011,403,
1552,26,Nissan,2010 Nissan Versa Sedan,2010,122,
1553,26,Nissan,2010 Nissan Versa Sedan,2010,107,
1554,24,Nissan,2010 Nissan Versa Sedan,2010,122,
1555,26,Nissan,2010 Nissan Versa Sedan,2010,107,
1556,24,Nissan,2010 Nissan Versa Sedan,2010,122,
1557,26,Nissan,2010 Nissan Versa Sedan,2010,107,
1558,17,BMW Motorrad,2011 BMW 3 Series Sports Wagon,2011,230,
1559,18,BMW Motorrad,2011 BMW 3 Series Sports Wagon,2011,230,
1560,17,BMW Motorrad,2011 BMW 3 Series Sports Wagon,2011,230,
1561,17,BMW Motorrad,2011 BMW 3 Series Sports Wagon,2011,230,
1562,14,Cadillac,2010 Cadillac Escalade ESV,2010,403,
1563,10,Cadillac,2010 Cadillac Escalade ESV,2010,403,
1564,14,Cadillac,2010 Cadillac Escalade ESV,2010,403,
1565,10,Cadillac,2010 Cadillac Escalade ESV,2010,403,
1566,10,Cadillac,2010 Cadillac Escalade ESV,2010,403,
1567,10,Cadillac,2010 Cadillac Escalade ESV,2010,403,
1568,14,Cadillac,2010 Cadillac Escalade ESV,2010,403,
1569,13,Cadillac,2010 Cadillac Escalade ESV,2010,403,
1570,20,Cadillac,2011 Cadillac Escalade Hybrid,2011,332,
1571,20,Cadillac,2011 Cadillac Escalade Hybrid,2011,332,
1572,20,Cadillac,2011 Cadillac Escalade Hybrid,2011,332,
1573,20,Cadillac,2011 Cadillac Escalade Hybrid,2011,332,
1574,20,Dodge,2011 Dodge Avenger,2011,173,
1575,21,Dodge,2011 Dodge Avenger,2011,173,
1576,19,Dodge,2011 Dodge Avenger,2011,283,
1577,20,Dodge,2011 Dodge Avenger,2011,173,
1578,21,Honda,2011 Honda CR-V,2011,180,
1579,21,Honda,2011 Honda CR-V,2011,180,
1580,21,Honda,2011 Honda CR-V,2011,180,
1581,21,Honda,2011 Honda CR-V,2011,180,
1582,21,Honda,2011 Honda CR-V,2011,180,
1583,21,Honda,2011 Honda CR-V,2011,180,
1584,21,Honda,2011 Honda CR-V,2011,180,
1585,21,Honda,2011 Honda CR-V,2011,180,
1586,21,Dodge,2010 Dodge Avenger,2010,173,
1587,21,Dodge,2010 Dodge Avenger,2010,173,
1588,21,Dodge,2010 Dodge Avenger,2010,173,
1589,21,Honda,2010 Honda CR-V,2010,180,
1590,21,Honda,2010 Honda CR-V,2010,180,
1591,21,Honda,2010 Honda CR-V,2010,180,
1592,21,Honda,2010 Honda CR-V,2010,180,
1593,21,Honda,2010 Honda CR-V,2010,180,
1594,21,Honda,2010 Honda CR-V,2010,180,
1595,21,Cadillac,2010 Cadillac Escalade Hybrid,2010,332,
1596,21,Cadillac,2010 Cadillac Escalade Hybrid,2010,332,
1597,15,Cadillac,2010 Cadillac DTS,2010,275,
1598,15,Cadillac,2010 Cadillac DTS,2010,275,
1599,15,Cadillac,2010 Cadillac DTS,2010,275,
1600,15,Cadillac,2010 Cadillac DTS,2010,292,
1601,20,Honda,2011 Honda Element,2011,166,
1602,19,Honda,2011 Honda Element,2011,166,
1603,20,Honda,2011 Honda Element,2011,166,
1604,19,Honda,2011 Honda Element,2011,166,
1605,18,Cadillac,2010 Cadillac SRX,2010,265,
1606,18,Cadillac,2010 Cadillac SRX,2010,265,
1607,17,Cadillac,2010 Cadillac SRX,2010,265,
1608,18,Cadillac,2010 Cadillac SRX,2010,265,
1609,17,Cadillac,2010 Cadillac SRX,2010,265,
1610,15,Cadillac,2010 Cadillac SRX,2010,300,
1611,18,Cadillac,2010 Cadillac SRX,2010,265,
1612,17,Cadillac,2010 Cadillac SRX,2010,265,
1613,15,Cadillac,2010 Cadillac SRX,2010,300,
1614,10,Cadillac,2011 Cadillac Escalade,2011,403,
1615,10,Cadillac,2011 Cadillac Escalade,2011,403,
1616,10,Cadillac,2011 Cadillac Escalade,2011,403,
1617,10,Cadillac,2011 Cadillac Escalade,2011,403,
1618,10,Cadillac,2011 Cadillac Escalade,2011,403,
1619,10,Cadillac,2011 Cadillac Escalade,2011,403,
1620,10,Cadillac,2011 Cadillac Escalade,2011,403,
1621,13,Cadillac,2011 Cadillac Escalade,2011,403,
1622,16,Nissan,2011 Nissan Xterra,2011,261,
1623,16,Nissan,2011 Nissan Xterra,2011,261,
1624,15,Nissan,2011 Nissan Xterra,2011,261,
1625,15,Nissan,2011 Nissan Xterra,2011,261,
1626,16,Nissan,2011 Nissan Xterra,2011,261,
1627,16,Nissan,2011 Nissan Xterra,2011,261,
1628,15,Nissan,2011 Nissan Xterra,2011,261,
1629,15,Nissan,2010 Nissan Xterra,2010,261,
1630,15,Nissan,2010 Nissan Xterra,2010,261,
1631,15,Nissan,2010 Nissan Xterra,2010,261,
